,file,solver,penalty,num_categories,max_features,test_set,test_f1_macro
37,wikipedia_edited_data.csv,liblinear,l2,10,1000,0.25,0.6367476606896065
38,wikipedia_edited_data.csv,liblinear,l2,10,1000,0.1,0.647808783363321
39,wikipedia_edited_data.csv,liblinear,l2,10,2000,0.5,0.5275700845593372
40,wikipedia_edited_data.csv,liblinear,l2,10,2000,0.25,0.6039322496042268
41,wikipedia_edited_data.csv,liblinear,l2,10,2000,0.1,0.6538111880149182
42,wikipedia_edited_data.csv,liblinear,l2,10,5000,0.5,0.4623942221925537
43,wikipedia_edited_data.csv,liblinear,l2,10,5000,0.25,0.5350748777489818
44,wikipedia_edited_data.csv,liblinear,l2,10,5000,0.1,0.5861384563920461
45,wikipedia_edited_data.csv,lbfgs,l2,10,1000,0.5,0.5822889976401269
46,wikipedia_edited_data.csv,lbfgs,l2,10,1000,0.25,0.6617371440032288
47,wikipedia_edited_data.csv,lbfgs,l2,10,1000,0.1,0.6999825781023417
48,wikipedia_edited_data.csv,lbfgs,l2,10,2000,0.5,0.582735250406339
49,wikipedia_edited_data.csv,lbfgs,l2,10,2000,0.25,0.664671908618437
50,wikipedia_edited_data.csv,lbfgs,l2,10,2000,0.1,0.700044398991268
51,wikipedia_edited_data.csv,lbfgs,l2,10,5000,0.5,0.5031677822984346
52,wikipedia_edited_data.csv,lbfgs,l2,10,5000,0.25,0.581699849764553
53,wikipedia_edited_data.csv,lbfgs,l2,10,5000,0.1,0.6556587208230782
54,wikipedia_edited_data.csv,liblinear,l2,19,1000,0.5,0.3120307585759338
55,wikipedia_edited_data.csv,liblinear,l2,19,1000,0.25,0.3638479889715692
56,wikipedia_edited_data.csv,liblinear,l2,19,1000,0.1,0.33182089505201035
57,wikipedia_edited_data.csv,liblinear,l2,19,2000,0.5,0.2885161850830363
58,wikipedia_edited_data.csv,liblinear,l2,19,2000,0.25,0.3447139453495015
59,wikipedia_edited_data.csv,liblinear,l2,19,2000,0.1,0.3290842448900795
60,wikipedia_edited_data.csv,liblinear,l2,19,5000,0.5,0.24306195901839936
61,wikipedia_edited_data.csv,liblinear,l2,19,5000,0.25,0.30797548829536164
62,wikipedia_edited_data.csv,liblinear,l2,19,5000,0.1,0.3188146753617492
63,wikipedia_edited_data.csv,lbfgs,l2,19,1000,0.5,0.32982525708567945
64,wikipedia_edited_data.csv,lbfgs,l2,19,1000,0.25,0.3617332866793338
65,wikipedia_edited_data.csv,lbfgs,l2,19,1000,0.1,0.3577688346713059
66,wikipedia_edited_data.csv,lbfgs,l2,19,2000,0.5,0.307494097015928
67,wikipedia_edited_data.csv,lbfgs,l2,19,2000,0.25,0.35800487467988595
68,wikipedia_edited_data.csv,lbfgs,l2,19,2000,0.1,0.3231518434175795
69,wikipedia_edited_data.csv,lbfgs,l2,19,5000,0.5,0.2549518980297651
70,wikipedia_edited_data.csv,lbfgs,l2,19,5000,0.25,0.3336252626474956
71,wikipedia_edited_data.csv,lbfgs,l2,19,5000,0.1,0.3294714861728431
72,merged_edited_data.csv,liblinear,l2,10,1000,0.5,0.8778479049587874
73,merged_edited_data.csv,liblinear,l2,10,1000,0.25,0.9018394259696961
74,merged_edited_data.csv,liblinear,l2,10,1000,0.1,0.9168334124549714
75,merged_edited_data.csv,liblinear,l2,10,2000,0.5,0.8776866135788295
76,merged_edited_data.csv,liblinear,l2,10,2000,0.25,0.9084258367226508
77,merged_edited_data.csv,liblinear,l2,10,2000,0.1,0.9182169219332874
78,merged_edited_data.csv,liblinear,l2,10,5000,0.5,0.8703411783947826
79,merged_edited_data.csv,liblinear,l2,10,5000,0.25,0.9017674817811144
80,merged_edited_data.csv,liblinear,l2,10,5000,0.1,0.9141455205484357
81,merged_edited_data.csv,lbfgs,l2,10,1000,0.5,0.8845460279342399
82,merged_edited_data.csv,lbfgs,l2,10,1000,0.25,0.9056138554427549
83,merged_edited_data.csv,lbfgs,l2,10,1000,0.1,0.920391200064166
84,merged_edited_data.csv,lbfgs,l2,10,2000,0.5,0.8822892791586672
85,merged_edited_data.csv,lbfgs,l2,10,2000,0.25,0.9127199795681575
86,merged_edited_data.csv,lbfgs,l2,10,2000,0.1,0.9270554679509904
87,merged_edited_data.csv,lbfgs,l2,10,5000,0.5,0.8794513250931484
88,merged_edited_data.csv,lbfgs,l2,10,5000,0.25,0.9085823918264129
89,merged_edited_data.csv,lbfgs,l2,10,5000,0.1,0.9211780001152314
90,merged_edited_data.csv,liblinear,l2,19,1000,0.5,0.5691693591189538
91,merged_edited_data.csv,liblinear,l2,19,1000,0.25,0.6179460701620098
92,merged_edited_data.csv,liblinear,l2,19,1000,0.1,0.5956283693187
93,merged_edited_data.csv,liblinear,l2,19,2000,0.5,0.560250592488559
94,merged_edited_data.csv,liblinear,l2,19,2000,0.25,0.6464247104370332
95,merged_edited_data.csv,liblinear,l2,19,2000,0.1,0.6100308408835203
96,merged_edited_data.csv,liblinear,l2,19,5000,0.5,0.5290870671845669
97,merged_edited_data.csv,liblinear,l2,19,5000,0.25,0.6069570966936951
98,merged_edited_data.csv,liblinear,l2,19,5000,0.1,0.6046563527197126
99,merged_edited_data.csv,lbfgs,l2,19,1000,0.5,0.5860764493640401
100,merged_edited_data.csv,lbfgs,l2,19,1000,0.25,0.6428607846611388
101,merged_edited_data.csv,lbfgs,l2,19,1000,0.1,0.6049490885834166
102,merged_edited_data.csv,lbfgs,l2,19,2000,0.5,0.5940022369586915
103,merged_edited_data.csv,lbfgs,l2,19,2000,0.25,0.66392617223258
104,merged_edited_data.csv,lbfgs,l2,19,2000,0.1,0.6193539159432792
105,merged_edited_data.csv,lbfgs,l2,19,5000,0.5,0.5588457996754347
106,merged_edited_data.csv,lbfgs,l2,19,5000,0.25,0.632229523095978
107,merged_edited_data.csv,lbfgs,l2,19,5000,0.1,0.6084059324109766
