,num_categories,max_features,test_set,layer1_neurons,layer2_neurons,epochs,batch_size,parameters,train_loss,train_accuracy,train_auc,train_precision,train_recall,train_f1,test_loss,test_accuracy,test_auc,test_precision,test_recall,test_f1
0,10,1000,0.5,10,10,5,1,10120,0.02993934042751789,0.9963099360466003,0.9999922513961792,0.9985129833221436,0.9911438822746277,0.9948147863121026,0.4659678637981415,0.8878228664398193,0.984123706817627,0.9079563021659851,0.8590406179428101,0.8828213948779415
1,10,1000,0.5,10,10,5,5,10120,0.016690777614712715,0.9992619752883911,0.9999991655349731,1.0,0.9940959215164185,0.9970392204207048,0.49244439601898193,0.8870848417282104,0.9821280241012573,0.9061538577079773,0.8693726658821106,0.8873822885867712
2,10,1000,0.5,10,10,5,10,10120,0.012208043597638607,0.9992619752883911,0.9999998211860657,1.0,0.9970479607582092,0.9985217985247234,0.5147654414176941,0.8848708271980286,0.9818693995475769,0.90392005443573,0.8678966760635376,0.8855421637777184
3,10,1000,0.5,10,10,10,1,10120,0.0001377156440867111,1.0,0.9999999403953552,1.0,1.0,1.0,1.035499095916748,0.8811808228492737,0.9648921489715576,0.886904776096344,0.8797047734260559,0.8832901025778457
4,10,1000,0.5,10,10,10,5,10120,4.4074735342292115e-05,1.0,1.0,1.0,1.0,1.0,1.164973258972168,0.8767527937889099,0.9602598547935486,0.8805637955665588,0.876014769077301,0.8782833919955829
5,10,1000,0.5,10,10,10,10,10120,2.3723529011476785e-05,1.0,1.0,1.0,1.0,1.0,1.2431260347366333,0.8738007545471191,0.958039402961731,0.8769459128379822,0.8730627298355103,0.8750000130408147
6,10,1000,0.5,10,10,20,1,10120,3.607068421729309e-09,1.0,1.0,1.0,1.0,1.0,2.1582164764404297,0.8693726658821106,0.9450743198394775,0.8706578016281128,0.8693726658821106,0.8700147591732246
7,10,1000,0.5,10,10,20,5,10120,1.2316823116975684e-09,1.0,1.0,1.0,1.0,1.0,2.2103333473205566,0.8701106905937195,0.9442504048347473,0.8700147867202759,0.8693726658821106,0.8696936077769478
8,10,1000,0.5,10,10,20,10,10120,9.67750435343362e-10,1.0,1.0,1.0,1.0,1.0,2.231348752975464,0.8693726658821106,0.9437758326530457,0.8693726658821106,0.8693726658821106,0.8693726658821106
9,10,1000,0.5,20,10,5,1,20230,0.01606915146112442,0.9977859854698181,0.9999987483024597,0.9992581605911255,0.9940959215164185,0.9966703566637523,0.4721188247203827,0.8900368809700012,0.9823978543281555,0.902513325214386,0.8745387196540833,0.8883058323282346
10,10,1000,0.5,20,10,5,5,20230,0.006993837654590607,1.0,0.9999999403953552,1.0,1.0,1.0,0.5287374258041382,0.8907749056816101,0.981194019317627,0.9027149081230164,0.8833948373794556,0.8929503816541811
11,10,1000,0.5,20,10,5,10,20230,0.004818311892449856,1.0,1.0,1.0,1.0,1.0,0.5636708736419678,0.8885608911514282,0.9798299074172974,0.897667407989502,0.8804427981376648,0.8889716753931484
